sp-Axiomatic Storm-hit	Blast 5	20		3	600						Sprite		Polar		flare-1	15	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0?180	0,100	5,2,6,1,3,2,5,2,6,1,3,2,5,2,6,1,3,2,5,2,6,1,3,2,5,2,6,1,3,2,5,2,6,1,3,2,5,2,6,1,3,2,5,2,6,1,3,2,	0	0	0	0	0	128,0	76	255	0						
sp-Axiomatic Storm-hit	body steam	0		10	100		Bones				Sprite		Polar		fire-sprite	90	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,40	0	0	0	0	5,30	0	0	0?360	0	0	32,0	76	255	0						
sp-Axiomatic Storm-hit	blast 1			5	800		Bones				Sprite		Polar		flare-1	40	Add	0				0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100,-100	0	0?360	0?180	0,100	5,2,6,1,3,2,5,2,6,1,3,2,5,2,6,1,3,2,5,2,6,1,3,2,5,2,6,1,3,2,5,2,6,1,3,2,5,2,6,1,3,2,5,2,6,1,3,2,	0	0	0	0	0	128,0	76	255	0						200
sp-Cloud of Bewilderment	smoke emit			perm	600		Object YPR				Sprite	Same as Emitter	Polar	Cartesian	fire-sprite	120	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?30	0	0?360		0?120	5?40	0	0	0?360	0	0	0,16,0	0	255	144						100
sp-Cloud of Bewilderment old	startup			5	1200						Disc		Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360		8?120	3?20	0	0	0?360	0	0	0,128,0	128	234	58						100
sp-Cloud of Bewilderment old	grumble2			perm	150						Sprite		Polar		flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0?10		0?360		0?120	2,15	0	0	0	0	0	0,255,200,150,100,50,0	0?16	0	0						30
sp-Cloud of Bewilderment old	Earth grumbling			perm	150						Sprite		Polar		fire-sprite	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,-10	0	0?360		0?120	1?4	0	0	0?360	0	0	0,255,0	128	234	58						30
sp-Cloud of Bewilderment old	startup			perm	150						Sprite		Polar		fire-sprite	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,-10	0	0?360		0?120	1?2	0	0	0?360	0	0	0,255,0	0	0	0						30
sp-Corona of Cold	hand-flash2			perm	1		Object YPR				Sprite	Same as Emitter	Polar		flare	30	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	00	30,3,10,45,7,14,10,30,6,30,3,10,45,7,14,10,30,6,30,3,10,45,7,14,10,30,6,30,3,10,45,7,14,10,30,6	0	0		0	0	0,255,255,255,255,255,255,0	0	128	255						
sp-Corona of Cold	Fire Strike			perm	10		Object YPR				Disc	Same as Emitter	Polar		flare-1	120	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	0,140	0,30	0	0	0?720	0	0	64,0	255,0,0	255,128,128	255,255,255						
sp-Corona of Cold	New Emitter			perm	10		Object YPR				Disc	Same as Emitter	Polar		flare-1	120	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	0,140	0,30	0	0	0?720	0	0	64,0	255,0,0	255,128,128	255,255,255						
sp-Corona of Cold	New Emitter			0	1		Object YPR				Disc	Same as Emitter	Polar		flare-1	5	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100,0	0	0	0,1000	0	0	255	255	255	255						
sp-Corona of Cold	New Emitter			0	1		Object YPR				Disc	Same as Emitter	Polar		flare-1	5	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100,0	0	0	0,-1000	0	0	255	255	255	255						
sp-Daze2	perma daze			120	30		Bones				Sprite		Polar		flare-1	30	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0?100	#radius	1?10	0	0	0?360	0	0	0,255,0	255,128	255,128	255,255						
sp-Daze2	Daze hit			15	300		Bones				Sprite		Polar		flare-1	15	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0?100	#radius	1?30	0	0	0?360	0	0	0,255,0	255,128	255,128	255,255						
sp-Deific Vengeance	imploding star	0		10	5						Disc				flare-1	30	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100,0	0	0	0?360	0	0	255	255,255	255,255	255,0						4
sp-Deific Vengeance	lights			25	20		Object Pos				Disc		Polar	Polar	flare-1	30	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-30	0?360	0?360	#radius	10,0	0	0	0	0	0	0,255,0	255,255	255,255	255,0						20
sp-Demonhide	redHero			perm	30		Bones				Sprite				flare-1	30	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8?15	0	0	0	0	0	255	127	0	0						
sp-Demonhide	redHeroStart			5	200		Bones				Sprite				flare-1	30	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,30	0	0	0	0	0	0,150,100,50,0	127	0	0						
sp-Demonhide1	New Emitter			perm	30		Node Pos	bip01 r hand			Disc	World	Polar		strike	15	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0?360	0	0	64,0	255	64	64						2
sp-Demonhide1	New Emitter			perm	30		Node Pos	bip01 l hand			Disc	World	Polar		strike	15	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0?360	0	0	64,0	255	64	64						2
sp-Dirge	startup			5	1200						Disc		Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360		8?360	3?20	0	0	0?360	0	0	0,128,0	87?156	0?28	127?255						100
sp-Dirge	grumble2			perm	150						Sprite		Polar		flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0?10		0?360		0?360	2,15	0	0	0	0	0	0,255,200,150,100,50,0	87?156	0?28	127?255						30
sp-Dirge	Earth grumbling			perm	150						Sprite		Polar		fire-sprite	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,-10	0	0?360		0?360	1?4	0	0	0?360	0	0	0,255,0	87?156	0?28	127?255						30
sp-Dirge	startup			perm	150						Sprite		Polar		fire-sprite	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,-10	0	0?360		0?360	1?2	0	0	0?360	0	0	0,255,0	87	0	127						30
sp-Energy Vortex Acid	Fire Ground Spread			3	800						Sprite		Polar		flare-big	30	Add	0				0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0?20	0,240	30,20	0	0	0	0	0	128,0	255,0,0,0	255,255,255,255	255,144,144,144						
sp-Energy Vortex Acid	New Emitter	0		10	20		World				Disc	World	Polar	Cartesian	flare-3	30	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	0	10,300	0	0	0?360	0	0	128,0	255,0	255	144						20
sp-Energy Vortex Cold	Fire Ground Spread			3	800						Sprite		Polar		flare-big	30	Add	0				0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0?20	0,240	30,20	0	0	0	0	0	255,0	255,0,0,0	255,255,255,255	255,255,255,255						
sp-Energy Vortex Cold	New Emitter	0		10	20		World				Disc	World	Polar	Cartesian	flare-3	30	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	0	10,300	0	0	0?360	0	0	255,0	255,0	255	255						20
sp-Energy Vortex Fire	Fire Ground Spread			3	800						Sprite		Polar		flare-big	30	Add	0				0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0?20	0,240	30,20	0	0	0	0	0	255,0	255,255,255,255	255,128,128,128	255,80,80,80						
sp-Energy Vortex Fire	New Emitter	0		10	20		World				Disc	World	Polar	Cartesian	flare-3	30	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0	0	10,300	0	0	0?360	0	0	255,0	255,255	128	64						20
sp-Focusing Chant	note3	0		perm	3		Node Pos	bip01 head			Sprite	World	Polar	Polar	note4	30	Add	0				0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0?360	0?30	2?10	0	0	160?200	0	0	0,255,200,150,100,50,0	214	127	255						1
sp-Focusing Chant	note1	0		perm	3		Node Pos	bip01 head			Sprite	World	Polar	Polar	note1	60	Add	0				0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0?360	0?30	2?10	0	0	160?200	0	0	0,255,200,150,100,50,0	214	127	255						1
sp-Focusing Chant	note 2	0		perm	3		Node Pos	bip01 head			Sprite	World	Polar	Polar	note2	60	Add	0				0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360	0?360	0?30	2?10	0	0	160?200	0	0	0,255,200,150,100,50,0	214	127	255						1
sp-Frost Breath	smoke emit	10		20	600		Object YPR				Sprite	Same as Emitter	Polar	Cartesian	fire-sprite	120	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?30	0	-30?30		30?330	5?40	0	0	0?360	0	0	0,16,0	255	255	255						100
sp-Frost Breath	Fire Strike			30	100		Object YPR				Sprite	Same as Emitter	Polar		flare-big	30	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	64,0	0	0	0	0	0	0	0	0	0	-30?30	0	0,360	20?60	0	0	0?720	0	0	0	0	128	255						20
sp-Frost Breath	fire strike 3 sparklies			30	50		Object YPR				Sprite	Same as Emitter	Polar		flare-1	30	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	255,0	0	0	0	0	0	0	0	0	0	-30?30	0	0,360	1,30,20,25,6,26,15,2,28,3,1,30,20,25,6,26,15,2,28,3,1,30,20,25,6,26,15,2,28,3,1,30,20,25,6,26,15,2,28,3,1,30,20,25,6,26,15,2,28,3,1,30,20,25,6,26,15,2,28,3,	0	0	0,360	0	0	0	255	255	255						100
sp-Fugue	startup			5	1200						Disc		Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360		8?360	3?20	0	0	0?360	0	0	0,128,0	87?156	0?28	127?255						100
sp-Fugue	grumble2			perm	150						Sprite		Polar		flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0?10		0?360		0?360	2,15	0	0	0	0	0	0,255,200,150,100,50,0	87?156	0?28	127?255						30
sp-Fugue	Earth grumbling			perm	150						Sprite		Polar		fire-sprite	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,-10	0	0?360		0?360	1?4	0	0	0?360	0	0	0,255,0	87?156	0?28	127?255						30
sp-Fugue	startup			perm	150						Sprite		Polar		fire-sprite	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,-10	0	0?360		0?360	1?2	0	0	0?360	0	0	0,255,0	87	0	127						30
sp-Holy Storm	ice ice baby		Model Verts	perm	80						Sprite	World	Polar		shard	10	Blend	0		shard		0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1600	0	-240?240	0	-240?240	5?25	0	0		0		0,255,255,255,255,255,255,255,0	128	128	128						20
sp-Holy Storm	ground busts discs	20	Point	perm	120		World		Polar		Disc	World	Polar	Cartesian	fire-sprite	10	Blend	0		Shard-Breaking		0			0	0	0	0	2	0													0	0	0	0				20?-20	0	0	-250?250	0	-250?250	0,40	0	0	0?360	0	0	64,0	255	255	255						20
sp-Holy Storm	circle bounding	20	Point	perm	120		World		Polar		Disc	World	Polar	Cartesian	fire-sprite	10	Blend	0		Shard-Breaking		0			0	0	0	0	2	0													0	0	0	0				20?-20	0	0	0?360	0	250	0,40	0	0	0?360	0	0	64,0	255	255	255						20
sp-Ironthunder Horn	shockwave			40	150		Object YPR				Sprite	Same as Emitter	Polar		ring	20	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	64,0	0	0	0	0	0	0	-15?15	-15?15	-15?15	-30?30	0	0,360	0?75	0	0	0?360	0	0	128,0	15	15	15						1
sp-Ironthunder Horn	wave1	10		30	150		Object YPR				Sprite	Same as Emitter	Polar		ring	20	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	64,0	0	0	0	0	0	0	-15?15	-15?15	-15?15	-30?30	0	0,360	0?75	0	0	0?360	0	0	128,0	15	15	15						1
sp-Ironthunder Horn	wave2	20		20	150		Object YPR				Sprite	Same as Emitter	Polar		ring	20	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	64,0	0	0	0	0	0	0	-15?15	-15?15	-15?15	-30?30	0	0,360	0?75	0	0	0?360	0	0	128,0	15	15	15						1
sp-Ironthunder Horn	wave3	30		10	150		Object YPR				Sprite	Same as Emitter	Polar		ring	20	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	64,0	0	0	0	0	0	0	-15?15	-15?15	-15?15	-30?30	0	0,360	0?75	0	0	0?360	0	0	128,0	15	15	15						1
sp-Nauseating Breath	smoke emit	10		20	600		Object YPR				Sprite	Same as Emitter	Polar	Cartesian	fire-sprite	120	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?30	0	-30?30		30?360	5?40	0	0	0?360	0	0	0,16,0	0	255	144						100
sp-Nauseating Breath	Fire Strike			30	100		Object YPR				Sprite	Same as Emitter	Polar		flare-big	30	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	64,0	0	0	0	0	0	0	0	0	0	-30?30	0	0,360	20?60	0	0	0?720	0	0	0	0	255	144						20
sp-Shock and Awe	shockwave			40	150		Object YPR				Sprite	Same as Emitter	Polar		flare-1	20	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-15?15	-15?15	-15?15	0	0	0	0,650	0	0	0?360	0	0	128,0	15	15	15						1
sp-Veil of Shadow	veil			perm	150		Object Pos				Disc		Polar		fire-sprite	60	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360		0?30	1?4	0	0	0?360	0	0	128,0	0	0	0						30
sp-Veil of Shadow	veil2			perm	100		Object Pos				Sprite		Polar		fire-sprite	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0?20		0?360		0?30	2,15	0	0	0	0	0	0,150,100,50,0	87?156	0?28	127?255						30
sp-Veil of Shadow	startup			5	1200		Object Pos				Disc		Polar		flare-big	60	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?360		0?30	3?20	0	0	0?360	0	0	0,128,0	87	0	127						100
sp-Serene Visage	colorful squirl			60	30		Node Pos	bip01 head			Sprite		Polar		fire-sprite	30	Add	0				0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	-30,30	0	0,360	0	-20?20	10	0	0	0?360	0	0	0,64,0	0?255	0?255	0?255						
sp-Serene Visage	colorful squirl2			60	15		Node Pos	bip01 head			Sprite		Polar		flare	30	Add	0				0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-30,30	0	0,360	0	-20?20	5	0	0	0?360	0	0	0,255,0	255	255	255						
sp-Serene Visage	hit			10	15		Node Pos	bip01 head			Sprite		Polar		flare	30	Add	0				0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-30,30	0	0,360	10	-20?20	0	0	0	0?360	0	0	0,255,128,0	255	255	255						
sp-Sticky Fingers	New Emitter			perm	30		Node Pos	bip01 r hand			Disc	World	Polar		strike	15	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0?360	0	0	64,0	125	125	125						2
sp-Sticky Fingers	New Emitter			perm	30		Node Pos	bip01 l hand			Disc	World	Polar		strike	15	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0?360	0	0	64,0	125	125	125						2
sp-Storm of Elemental Fury Wind	wind 1	10		perm	60		Object Pos	bip01 head			Sprite		Polar		fire-sprite	30	Add	0				0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0?360		0,480	10,80	0	0	0,360	0	0	0,64,0	64	64	64						15
sp-Storm of Elemental Fury Wind	wind 2	10		perm	60		Object Pos	bip01 head			Sprite		Polar		fire-sprite	30	Add	0				0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	360?0		0,480	10,80	0	0	0,-360	0	0	0,64,0	64	64	64						15
sp-Storm of Elemental Fury Wind	winaround	0		perm	120		Object Pos	bip01 head			Sprite		Polar		fire-sprite	15	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,100	0	360?0	0	80,0	0,40	0	0	0,360	0	0	0,64,0	64	64	64						15
sp-Storm of Elemental Fury Earth	ice ice baby		Model Verts	perm	80						Sprite	World	Polar		flare-small	10	Add	0				0	0	0	0	0	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1600	0	-240?240	0	-240?240	15?65	0	0		0		0,255,255,255,255,255,255,255,0	139	117	0						50
sp-Storm of Elemental Fury Earth	ground busts discs	5	Point	perm	120		World		Polar		Disc	World	Polar	Cartesian	Ring-3	10	Add	0		Shard-Breaking		0			0	0	0	0	2	0													0	0	0	0				20?-20	0	0	-250?250	0	-250?250	0,40	0	0	0?360	0	0	64,0	139	117	0						20
sp-Touch Of Madness	vampire dribblins			90	10		Node Pos	bip01 r hand			Sprite		Polar	Polar	flare-big	60	Blend	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0?360	0	30,0	0,20	0	0	0	0	0	0,255,192,128,96,64,0	32	0	64						5
sp-Touch Of Madness	dribbles bright			90	20		Node Pos	bip01 r hand			Sprite		Polar	Polar	flare-1	60	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0?360	0	30,0	0,5	0	0	0	0	0	0,255,192,128,96,64,0	128	0	255						5
sp-Undersong	note2	0		perm	7		Node Pos	bip01 head			Sprite	World	Polar	Polar	note2	130	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2?-2	2?-2	2?-2	0,720	0	10?30	2?7	0	0	160?200	0	0	0,255,200,150,100,50,0	255	155	112						2
sp-Undersong	note1	0		0	1		Node Pos	bip01 head			Sprite	World	Polar	Polar	note1	140	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2?-2	2?-2	2?-2	0,720	0	40	2?10	0	0	160?200	0	0	0,255,200,150,100,50,0	255	155	112						1
sp-Wave of Grief	third circle			30	50		Object YPR				Disc	Same as Emitter	Polar		Ring-third	30	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	255,0	0	0	0	0	0	0	0	0	0	-30?30	0	0,360	60	0	0	0	0	0	0	153	50	204						100
sp-Wave of Grief	third circle	15		30	50		Object YPR				Disc	Same as Emitter	Polar		Ring-third	30	Add	0				0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	255,0	0	0	0	0	0	0	0	0	0	-30?30	0	0,360	60	0	0	0	0	0	0	138	43	226						100
sp-Wave of Grief-hit	ground boomin	5		30	10		Object YPR	bip01 l foot		Cartesian	Disc	World	Cartesian	Cartesian	flare-3	20	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?60		#radius	0	0	0	0	0	64,32,0	153,138	50,43	204,226						
sp-Wave of Grief-hit	from YH 2			25	60		Object Pos	bip01 head			Disc	World	Cartesian	Cartesian	flare-2	20	Add	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0?60	0	#radius	0	0	0	0	0	64,32,0	153,138	50,43	204,226						
